,location,signal
3331,3330,NA
3332,3331,NA
3333,3332,NA
3334,3333,NA
3335,3334,NA
3336,3335,NA
3337,3336,NA
3338,3337,NA
3339,3338,NA
3340,3339,NA
3341,3340,NA
3342,3341,NA
3343,3342,NA
3344,3343,NA
3345,3344,NA
3346,3345,NA
3347,3346,NA
3348,3347,NA
3349,3348,NA
3350,3349,NA
3351,3350,NA
3352,3351,NA
3353,3352,NA
3354,3353,NA
3355,3354,NA
3356,3355,NA
3357,3356,NA
3358,3357,NA
3359,3358,NA
3360,3359,NA
3361,3360,NA
3362,3361,NA
3363,3362,NA
3364,3363,NA
3365,3364,NA
3366,3365,NA
3367,3366,NA
3368,3367,NA
3369,3368,NA
3370,3369,NA
3371,3370,NA
3372,3371,NA
3373,3372,NA
3374,3373,NA
3375,3374,NA
3376,3375,NA
3377,3376,NA
3378,3377,NA
3379,3378,NA
3380,3379,NA
3381,3380,NA
3382,3381,NA
3383,3382,NA
3384,3383,NA
3385,3384,NA
3386,3385,NA
3387,3386,NA
3388,3387,NA
3389,3388,NA
3390,3389,NA
3391,3390,NA
3392,3391,NA
3393,3392,NA
3394,3393,NA
3395,3394,NA
3396,3395,NA
3397,3396,NA
3398,3397,NA
3399,3398,NA
3400,3399,NA
3401,3400,NA
3402,3401,NA
3403,3402,NA
3404,3403,NA
3405,3404,NA
3406,3405,NA
3407,3406,NA
3408,3407,NA
3409,3408,NA
3410,3409,NA
3411,3410,NA
3412,3411,NA
3413,3412,NA
3414,3413,NA
3415,3414,NA
3416,3415,NA
3417,3416,NA
3418,3417,NA
3419,3418,NA
3420,3419,NA
3421,3420,NA
3422,3421,NA
3423,3422,NA
3424,3423,NA
3425,3424,NA
3426,3425,NA
3427,3426,NA
3428,3427,NA
3429,3428,NA
3430,3429,NA
3431,3430,NA
3432,3431,NA
3433,3432,NA
3434,3433,NA
3435,3434,NA
3436,3435,NA
3437,3436,NA
3438,3437,NA
3439,3438,NA
3440,3439,NA
3441,3440,NA
3442,3441,NA
3443,3442,NA
3444,3443,NA
3445,3444,NA
3446,3445,NA
3447,3446,NA
3448,3447,NA
3449,3448,NA
3450,3449,NA
3451,3450,NA
3452,3451,NA
3453,3452,NA
3454,3453,NA
3455,3454,NA
3456,3455,NA
3457,3456,NA
3458,3457,NA
3459,3458,NA
3460,3459,NA
3461,3460,NA
3462,3461,NA
3463,3462,NA
3464,3463,NA
3465,3464,NA
3466,3465,NA
3467,3466,NA
3468,3467,NA
3469,3468,NA
3470,3469,NA
3471,3470,NA
3472,3471,NA
3473,3472,NA
3474,3473,NA
3475,3474,NA
3476,3475,NA
3477,3476,NA
3478,3477,NA
3479,3478,NA
3480,3479,NA
3481,3480,NA
3482,3481,NA
3483,3482,NA
3484,3483,NA
3485,3484,NA
3486,3485,NA
3487,3486,NA
3488,3487,NA
3489,3488,NA
3490,3489,NA
3491,3490,NA
3492,3491,NA
3493,3492,NA
3494,3493,NA
3495,3494,NA
3496,3495,NA
3497,3496,NA
3498,3497,NA
3499,3498,NA
3500,3499,NA
3501,3500,NA
3502,3501,NA
3503,3502,NA
3504,3503,NA
3505,3504,NA
3506,3505,NA
3507,3506,NA
3508,3507,NA
3509,3508,NA
3510,3509,NA
3511,3510,NA
3512,3511,NA
3513,3512,NA
3514,3513,NA
3515,3514,NA
3516,3515,NA
3517,3516,NA
3518,3517,NA
3519,3518,NA
3520,3519,NA
3521,3520,NA
3522,3521,NA
3523,3522,NA
3524,3523,NA
3525,3524,NA
3526,3525,NA
3527,3526,NA
3528,3527,NA
3529,3528,NA
3530,3529,NA
3531,3530,NA
3532,3531,NA
3533,3532,NA
3534,3533,NA
3535,3534,NA
3536,3535,NA
3537,3536,NA
3538,3537,NA
3539,3538,NA
3540,3539,NA
3541,3540,NA
3542,3541,NA
3543,3542,NA
3544,3543,NA
3545,3544,NA
3546,3545,NA
3547,3546,NA
3548,3547,NA
3549,3548,NA
3550,3549,NA
3551,3550,NA
3552,3551,NA
3553,3552,NA
3554,3553,NA
3555,3554,NA
3556,3555,NA
3557,3556,NA
3558,3557,NA
3559,3558,NA
3560,3559,NA
3561,3560,NA
3562,3561,NA
3563,3562,NA
3564,3563,NA
3565,3564,NA
3566,3565,NA
3567,3566,NA
3568,3567,NA
3569,3568,NA
3570,3569,NA
3571,3570,NA
3572,3571,NA
3573,3572,NA
3574,3573,NA
3575,3574,NA
3576,3575,NA
3577,3576,NA
3578,3577,NA
3579,3578,NA
3580,3579,NA
3581,3580,NA
3582,3581,NA
3583,3582,NA
3584,3583,NA
3585,3584,NA
3586,3585,NA
3587,3586,NA
3588,3587,NA
3589,3588,NA
3590,3589,NA
3591,3590,NA
3592,3591,NA
3593,3592,NA
3594,3593,NA
3595,3594,NA
3596,3595,NA
3597,3596,NA
3598,3597,NA
3599,3598,NA
3600,3599,NA
3601,3600,NA
3602,3601,NA
3603,3602,NA
3604,3603,NA
3605,3604,NA
3606,3605,NA
3607,3606,NA
3608,3607,NA
3609,3608,NA
3610,3609,NA
3611,3610,NA
3612,3611,NA
3613,3612,NA
3614,3613,NA
3615,3614,NA
3616,3615,NA
3617,3616,NA
3618,3617,NA
3619,3618,NA
3620,3619,NA
3621,3620,NA
3622,3621,NA
3623,3622,NA
3624,3623,NA
3625,3624,NA
3626,3625,NA
3627,3626,NA
3628,3627,NA
3629,3628,NA
3630,3629,NA
3631,3630,NA
3632,3631,NA
3633,3632,NA
3634,3633,NA
3635,3634,NA
3636,3635,NA
3637,3636,NA
3638,3637,NA
3639,3638,NA
3640,3639,NA
3641,3640,NA
3642,3641,NA
3643,3642,NA
3644,3643,NA
3645,3644,NA
3646,3645,NA
3647,3646,NA
3648,3647,NA
3649,3648,NA
3650,3649,NA
3651,3650,NA
3652,3651,NA
3653,3652,NA
3654,3653,NA
3655,3654,NA
3656,3655,NA
3657,3656,NA
3658,3657,NA
3659,3658,NA
3660,3659,NA
3661,3660,NA
3662,3661,NA
3663,3662,NA
3664,3663,NA
3665,3664,NA
3666,3665,NA
3667,3666,NA
3668,3667,NA
3669,3668,NA
3670,3669,NA
3671,3670,NA
3672,3671,NA
3673,3672,NA
3674,3673,NA
3675,3674,NA
3676,3675,NA
3677,3676,NA
3678,3677,NA
3679,3678,NA
3680,3679,NA
3681,3680,NA
3682,3681,NA
3683,3682,NA
3684,3683,NA
3685,3684,NA
3686,3685,NA
3687,3686,NA
3688,3687,NA
3689,3688,NA
3690,3689,NA
3691,3690,NA
3692,3691,NA
3693,3692,NA
3694,3693,NA
3695,3694,NA
3696,3695,NA
3697,3696,NA
3698,3697,NA
3699,3698,NA
3700,3699,NA
3701,3700,NA
3702,3701,NA
3703,3702,NA
3704,3703,NA
3705,3704,NA
3706,3705,NA
3707,3706,NA
3708,3707,NA
3709,3708,NA
3710,3709,NA
3711,3710,NA
3712,3711,NA
3713,3712,NA
3714,3713,NA
3715,3714,NA
3716,3715,NA
3717,3716,NA
3718,3717,NA
3719,3718,NA
3720,3719,NA
3721,3720,NA
3722,3721,NA
3723,3722,NA
3724,3723,NA
3725,3724,NA
3726,3725,NA
3727,3726,NA
3728,3727,NA
3729,3728,NA
3730,3729,NA
3731,3730,NA
3732,3731,NA
3733,3732,NA
3734,3733,NA
3735,3734,NA
3736,3735,NA
3737,3736,NA
3738,3737,NA
3739,3738,NA
3740,3739,NA
3741,3740,NA
3742,3741,NA
3743,3742,NA
3744,3743,NA
3745,3744,NA
3746,3745,NA
3747,3746,NA
3748,3747,NA
3749,3748,NA
3750,3749,NA
3751,3750,NA
3752,3751,NA
3753,3752,NA
3754,3753,NA
3755,3754,NA
3756,3755,NA
3757,3756,NA
3758,3757,NA
3759,3758,NA
3760,3759,NA
3761,3760,NA
3762,3761,NA
3763,3762,NA
3764,3763,NA
3765,3764,NA
3766,3765,NA
3767,3766,NA
3768,3767,NA
3769,3768,NA
3770,3769,NA
3771,3770,NA
3772,3771,NA
3773,3772,NA
3774,3773,NA
3775,3774,NA
3776,3775,NA
3777,3776,NA
3778,3777,NA
3779,3778,NA
3780,3779,NA
3781,3780,NA
3782,3781,NA
3783,3782,NA
3784,3783,NA
3785,3784,NA
3786,3785,NA
3787,3786,NA
3788,3787,NA
3789,3788,NA
3790,3789,NA
3791,3790,NA
3792,3791,NA
3793,3792,NA
3794,3793,NA
3795,3794,NA
3796,3795,NA
3797,3796,NA
3798,3797,NA
3799,3798,NA
3800,3799,NA
3801,3800,NA
3802,3801,NA
3803,3802,NA
3804,3803,NA
3805,3804,NA
3806,3805,NA
3807,3806,NA
3808,3807,NA
3809,3808,NA
3810,3809,NA
3811,3810,NA
3812,3811,NA
3813,3812,NA
3814,3813,NA
3815,3814,NA
3816,3815,NA
3817,3816,NA
3818,3817,NA
3819,3818,NA
3820,3819,NA
3821,3820,NA
3822,3821,NA
3823,3822,NA
3824,3823,NA
3825,3824,NA
3826,3825,NA
3827,3826,NA
3828,3827,NA
3829,3828,NA
3830,3829,NA
3831,3830,NA
3832,3831,NA
3833,3832,NA
3834,3833,NA
3835,3834,NA
3836,3835,NA
3837,3836,NA
3838,3837,NA
3839,3838,NA
3840,3839,NA
3841,3840,NA
3842,3841,NA
3843,3842,NA
3844,3843,NA
3845,3844,NA
3846,3845,NA
3847,3846,NA
3848,3847,NA
3849,3848,NA
3850,3849,NA
3851,3850,NA
3852,3851,NA
3853,3852,NA
3854,3853,NA
3855,3854,NA
3856,3855,NA
3857,3856,NA
3858,3857,NA
3859,3858,NA
3860,3859,NA
3861,3860,NA
3862,3861,NA
3863,3862,NA
3864,3863,NA
3865,3864,NA
3866,3865,NA
3867,3866,NA
3868,3867,NA
3869,3868,NA
3870,3869,NA
3871,3870,NA
3872,3871,NA
3873,3872,NA
3874,3873,NA
3875,3874,NA
3876,3875,NA
3877,3876,NA
3878,3877,NA
3879,3878,NA
3880,3879,NA
3881,3880,NA
3882,3881,NA
3883,3882,NA
3884,3883,NA
3885,3884,NA
3886,3885,NA
3887,3886,NA
3888,3887,NA
3889,3888,NA
3890,3889,NA
3891,3890,NA
3892,3891,NA
3893,3892,NA
3894,3893,NA
3895,3894,NA
3896,3895,NA
3897,3896,NA
3898,3897,NA
3899,3898,NA
3900,3899,NA
3901,3900,NA
3902,3901,NA
3903,3902,NA
3904,3903,NA
3905,3904,NA
3906,3905,NA
3907,3906,NA
3908,3907,NA
3909,3908,NA
3910,3909,NA
3911,3910,NA
3912,3911,NA
3913,3912,NA
3914,3913,NA
3915,3914,NA
3916,3915,NA
3917,3916,NA
3918,3917,NA
3919,3918,NA
3920,3919,NA
3921,3920,NA
3922,3921,NA
3923,3922,NA
3924,3923,NA
3925,3924,NA
3926,3925,NA
3927,3926,NA
3928,3927,NA
3929,3928,NA
3930,3929,NA
3931,3930,NA
3932,3931,NA
3933,3932,NA
3934,3933,NA
3935,3934,NA
3936,3935,NA
3937,3936,NA
3938,3937,NA
3939,3938,NA
3940,3939,NA
3941,3940,NA
3942,3941,NA
3943,3942,NA
3944,3943,NA
3945,3944,NA
3946,3945,NA
3947,3946,NA
3948,3947,NA
3949,3948,NA
3950,3949,NA
3951,3950,NA
3952,3951,NA
3953,3952,NA
3954,3953,NA
3955,3954,NA
3956,3955,NA
3957,3956,NA
3958,3957,NA
3959,3958,NA
3960,3959,NA
3961,3960,NA
3962,3961,NA
3963,3962,NA
3964,3963,NA
3965,3964,NA
3966,3965,NA
3967,3966,NA
3968,3967,NA
3969,3968,NA
3970,3969,NA
3971,3970,NA
3972,3971,NA
3973,3972,NA
3974,3973,NA
3975,3974,NA
3976,3975,NA
3977,3976,NA
3978,3977,NA
3979,3978,NA
3980,3979,NA
3981,3980,NA
3982,3981,NA
3983,3982,NA
3984,3983,NA
3985,3984,NA
3986,3985,NA
3987,3986,NA
3988,3987,NA
3989,3988,NA
3990,3989,NA
3991,3990,NA
3992,3991,NA
3993,3992,NA
3994,3993,NA
3995,3994,NA
3996,3995,NA
3997,3996,NA
3998,3997,NA
3999,3998,NA
4000,3999,NA
4001,4000,NA
4002,4001,NA
4003,4002,NA
4004,4003,NA
4005,4004,NA
4006,4005,NA
4007,4006,NA
4008,4007,NA
4009,4008,NA
4010,4009,NA
4011,4010,NA
4012,4011,NA
4013,4012,NA
4014,4013,NA
4015,4014,NA
4016,4015,NA
4017,4016,NA
4018,4017,NA
4019,4018,NA
4020,4019,NA
4021,4020,NA
4022,4021,NA
4023,4022,NA
4024,4023,NA
4025,4024,NA
4026,4025,NA
4027,4026,NA
4028,4027,NA
4029,4028,NA
4030,4029,NA
4031,4030,NA
4032,4031,NA
4033,4032,NA
4034,4033,NA
4035,4034,NA
4036,4035,NA
4037,4036,NA
4038,4037,NA
4039,4038,NA
4040,4039,NA
4041,4040,NA
4042,4041,NA
4043,4042,NA
4044,4043,NA
4045,4044,NA
4046,4045,NA
4047,4046,NA
4048,4047,NA
4049,4048,NA
4050,4049,NA
4051,4050,NA
4052,4051,NA
4053,4052,NA
4054,4053,NA
4055,4054,NA
4056,4055,NA
4057,4056,NA
4058,4057,NA
4059,4058,NA
4060,4059,NA
4061,4060,NA
4062,4061,NA
4063,4062,NA
4064,4063,NA
4065,4064,NA
4066,4065,NA
4067,4066,NA
4068,4067,NA
4069,4068,NA
4070,4069,NA
4071,4070,NA
4072,4071,NA
4073,4072,NA
4074,4073,NA
4075,4074,NA
4076,4075,NA
4077,4076,NA
4078,4077,NA
4079,4078,NA
4080,4079,NA
4081,4080,NA
4082,4081,NA
4083,4082,NA
4084,4083,NA
4085,4084,NA
4086,4085,NA
4087,4086,NA
4088,4087,NA
4089,4088,NA
4090,4089,NA
4091,4090,NA
4092,4091,NA
4093,4092,NA
4094,4093,NA
4095,4094,NA
4096,4095,NA
4097,4096,NA
4098,4097,NA
4099,4098,NA
4100,4099,NA
4101,4100,NA
4102,4101,NA
4103,4102,NA
4104,4103,NA
4105,4104,NA
4106,4105,NA
4107,4106,NA
4108,4107,NA
4109,4108,NA
4110,4109,NA
4111,4110,NA
4112,4111,NA
4113,4112,NA
4114,4113,NA
4115,4114,NA
4116,4115,NA
4117,4116,NA
4118,4117,NA
4119,4118,NA
4120,4119,NA
4121,4120,NA
4122,4121,NA
4123,4122,NA
4124,4123,NA
4125,4124,NA
4126,4125,NA
4127,4126,NA
4128,4127,NA
4129,4128,NA
4130,4129,NA
4131,4130,NA
4132,4131,NA
4133,4132,NA
4134,4133,NA
4135,4134,NA
4136,4135,NA
4137,4136,NA
4138,4137,NA
4139,4138,NA
4140,4139,NA
4141,4140,NA
4142,4141,NA
4143,4142,NA
4144,4143,NA
4145,4144,NA
4146,4145,NA
4147,4146,NA
4148,4147,NA
4149,4148,NA
4150,4149,NA
4151,4150,NA
4152,4151,NA
4153,4152,NA
4154,4153,NA
4155,4154,NA
4156,4155,NA
4157,4156,NA
4158,4157,NA
4159,4158,NA
4160,4159,NA
4161,4160,NA
4162,4161,NA
4163,4162,NA
4164,4163,NA
4165,4164,NA
4166,4165,NA
4167,4166,NA
4168,4167,NA
4169,4168,NA
4170,4169,NA
4171,4170,NA
4172,4171,NA
4173,4172,NA
4174,4173,NA
4175,4174,NA
4176,4175,NA
4177,4176,NA
4178,4177,NA
4179,4178,NA
4180,4179,NA
4181,4180,NA
4182,4181,NA
4183,4182,NA
4184,4183,NA
4185,4184,NA
4186,4185,NA
4187,4186,NA
4188,4187,NA
4189,4188,NA
4190,4189,NA
4191,4190,NA
4192,4191,NA
4193,4192,NA
4194,4193,NA
4195,4194,NA
4196,4195,NA
4197,4196,NA
4198,4197,NA
4199,4198,NA
4200,4199,NA
4201,4200,NA
4202,4201,NA
4203,4202,NA
4204,4203,NA
4205,4204,NA
4206,4205,NA
4207,4206,NA
4208,4207,NA
4209,4208,NA
4210,4209,NA
4211,4210,NA
4212,4211,NA
4213,4212,NA
4214,4213,NA
4215,4214,NA
4216,4215,NA
4217,4216,NA
4218,4217,NA
4219,4218,NA
4220,4219,NA
4221,4220,NA
4222,4221,NA
4223,4222,NA
4224,4223,NA
4225,4224,NA
4226,4225,NA
4227,4226,NA
4228,4227,NA
4229,4228,NA
4230,4229,NA
4231,4230,NA
4232,4231,NA
4233,4232,NA
4234,4233,NA
4235,4234,NA
4236,4235,NA
4237,4236,NA
4238,4237,NA
4239,4238,NA
4240,4239,NA
4241,4240,NA
4242,4241,NA
4243,4242,NA
4244,4243,NA
4245,4244,NA
4246,4245,NA
4247,4246,NA
4248,4247,NA
4249,4248,NA
4250,4249,NA
4251,4250,NA
4252,4251,NA
4253,4252,NA
4254,4253,NA
4255,4254,NA
4256,4255,NA
4257,4256,NA
4258,4257,NA
4259,4258,NA
4260,4259,NA
4261,4260,NA
4262,4261,NA
4263,4262,NA
4264,4263,NA
4265,4264,NA
4266,4265,NA
4267,4266,NA
4268,4267,NA
4269,4268,NA
4270,4269,NA
4271,4270,NA
4272,4271,NA
4273,4272,NA
4274,4273,NA
4275,4274,NA
4276,4275,NA
4277,4276,NA
4278,4277,NA
4279,4278,NA
4280,4279,NA
4281,4280,NA
4282,4281,NA
4283,4282,NA
4284,4283,NA
4285,4284,NA
4286,4285,NA
4287,4286,NA
4288,4287,NA
4289,4288,NA
4290,4289,NA
4291,4290,NA
4292,4291,NA
4293,4292,NA
4294,4293,NA
4295,4294,NA
4296,4295,NA
4297,4296,NA
4298,4297,NA
4299,4298,NA
4300,4299,NA
4301,4300,NA
4302,4301,NA
4303,4302,NA
4304,4303,NA
4305,4304,NA
4306,4305,NA
4307,4306,NA
4308,4307,NA
4309,4308,NA
4310,4309,NA
4311,4310,NA
4312,4311,NA
4313,4312,NA
4314,4313,NA
4315,4314,NA
4316,4315,NA
4317,4316,NA
4318,4317,NA
4319,4318,NA
4320,4319,NA
4321,4320,NA
4322,4321,NA
4323,4322,NA
4324,4323,NA
4325,4324,NA
4326,4325,NA
4327,4326,NA
4328,4327,NA
4329,4328,NA
4330,4329,NA
4331,4330,NA
4332,4331,NA
4333,4332,NA
4334,4333,NA
4335,4334,NA
4336,4335,NA
4337,4336,NA
4338,4337,NA
4339,4338,NA
4340,4339,NA
4341,4340,NA
4342,4341,NA
4343,4342,NA
4344,4343,NA
4345,4344,NA
4346,4345,NA
4347,4346,NA
4348,4347,NA
4349,4348,NA
4350,4349,NA
4351,4350,NA
4352,4351,NA
4353,4352,NA
4354,4353,NA
4355,4354,NA
4356,4355,NA
4357,4356,NA
4358,4357,NA
4359,4358,NA
4360,4359,NA
4361,4360,NA
4362,4361,NA
4363,4362,NA
4364,4363,NA
4365,4364,NA
4366,4365,NA
4367,4366,NA
4368,4367,NA
4369,4368,NA
4370,4369,NA
4371,4370,NA
4372,4371,NA
4373,4372,NA
4374,4373,NA
4375,4374,NA
4376,4375,NA
4377,4376,NA
4378,4377,NA
4379,4378,NA
4380,4379,NA
4381,4380,NA
4382,4381,NA
4383,4382,NA
4384,4383,NA
4385,4384,NA
4386,4385,NA
4387,4386,NA
4388,4387,NA
4389,4388,NA
4390,4389,NA
4391,4390,NA
4392,4391,NA
4393,4392,NA
4394,4393,NA
4395,4394,NA
4396,4395,NA
4397,4396,NA
4398,4397,NA
4399,4398,NA
4400,4399,NA
4401,4400,NA
4402,4401,NA
4403,4402,NA
4404,4403,NA
4405,4404,NA
4406,4405,NA
4407,4406,NA
4408,4407,NA
4409,4408,NA
4410,4409,NA
4411,4410,NA
4412,4411,NA
4413,4412,NA
4414,4413,NA
4415,4414,NA
4416,4415,NA
4417,4416,NA
4418,4417,NA
4419,4418,NA
4420,4419,NA
4421,4420,NA
4422,4421,NA
4423,4422,NA
4424,4423,NA
4425,4424,NA
4426,4425,NA
4427,4426,NA
4428,4427,NA
4429,4428,NA
4430,4429,NA
4431,4430,NA
4432,4431,NA
4433,4432,NA
4434,4433,NA
4435,4434,NA
4436,4435,NA
4437,4436,NA
4438,4437,NA
4439,4438,NA
4440,4439,NA
4441,4440,NA
4442,4441,NA
4443,4442,NA
4444,4443,NA
4445,4444,NA
4446,4445,NA
4447,4446,NA
4448,4447,NA
4449,4448,NA
4450,4449,NA
4451,4450,NA
4452,4451,NA
4453,4452,NA
4454,4453,NA
4455,4454,NA
4456,4455,NA
4457,4456,NA
4458,4457,NA
4459,4458,NA
4460,4459,NA
4461,4460,NA
4462,4461,NA
4463,4462,NA
4464,4463,NA
4465,4464,NA
4466,4465,NA
4467,4466,NA
4468,4467,NA
4469,4468,NA
4470,4469,NA
4471,4470,NA
4472,4471,NA
4473,4472,NA
4474,4473,NA
4475,4474,NA
4476,4475,NA
4477,4476,NA
4478,4477,NA
4479,4478,NA
4480,4479,NA
4481,4480,NA
4482,4481,NA
4483,4482,NA
4484,4483,NA
4485,4484,NA
4486,4485,NA
4487,4486,NA
4488,4487,NA
4489,4488,NA
4490,4489,NA
4491,4490,NA
4492,4491,NA
4493,4492,NA
4494,4493,NA
4495,4494,NA
4496,4495,NA
4497,4496,NA
4498,4497,NA
4499,4498,NA
4500,4499,NA
4501,4500,NA
4502,4501,NA
4503,4502,NA
4504,4503,NA
4505,4504,NA
4506,4505,NA
4507,4506,NA
4508,4507,NA
4509,4508,NA
4510,4509,NA
4511,4510,NA
4512,4511,NA
4513,4512,NA
4514,4513,NA
4515,4514,NA
4516,4515,NA
4517,4516,NA
4518,4517,NA
4519,4518,NA
4520,4519,NA
4521,4520,NA
4522,4521,NA
4523,4522,NA
4524,4523,NA
4525,4524,NA
4526,4525,NA
4527,4526,NA
4528,4527,NA
4529,4528,NA
4530,4529,NA
4531,4530,NA
4532,4531,NA
4533,4532,NA
4534,4533,NA
4535,4534,NA
4536,4535,NA
4537,4536,NA
4538,4537,NA
4539,4538,NA
4540,4539,NA
4541,4540,NA
4542,4541,NA
4543,4542,NA
4544,4543,NA
4545,4544,NA
4546,4545,NA
4547,4546,NA
4548,4547,NA
4549,4548,NA
4550,4549,NA
4551,4550,NA
4552,4551,NA
4553,4552,NA
4554,4553,NA
4555,4554,NA
4556,4555,NA
4557,4556,NA
4558,4557,NA
4559,4558,NA
4560,4559,NA
4561,4560,NA
4562,4561,NA
4563,4562,NA
4564,4563,NA
4565,4564,NA
4566,4565,NA
4567,4566,NA
4568,4567,NA
4569,4568,NA
4570,4569,NA
4571,4570,NA
4572,4571,NA
4573,4572,NA
4574,4573,NA
4575,4574,NA
4576,4575,NA
4577,4576,NA
4578,4577,NA
4579,4578,NA
4580,4579,NA
4581,4580,NA
4582,4581,NA
4583,4582,NA
4584,4583,NA
4585,4584,NA
4586,4585,NA
4587,4586,NA
4588,4587,NA
4589,4588,NA
4590,4589,NA
4591,4590,NA
4592,4591,NA
4593,4592,NA
4594,4593,NA
4595,4594,NA
4596,4595,NA
4597,4596,NA
4598,4597,NA
4599,4598,NA
4600,4599,NA
4601,4600,NA
4602,4601,NA
4603,4602,NA
4604,4603,NA
4605,4604,NA
4606,4605,NA
4607,4606,NA
4608,4607,NA
4609,4608,NA
4610,4609,NA
4611,4610,NA
4612,4611,NA
4613,4612,NA
4614,4613,NA
4615,4614,NA
4616,4615,NA
4617,4616,NA
4618,4617,NA
4619,4618,NA
4620,4619,NA
4621,4620,NA
4622,4621,NA
4623,4622,NA
4624,4623,NA
4625,4624,NA
4626,4625,NA
4627,4626,NA
4628,4627,NA
4629,4628,NA
4630,4629,NA
4631,4630,NA
4632,4631,NA
4633,4632,NA
4634,4633,NA
4635,4634,NA
4636,4635,NA
4637,4636,NA
4638,4637,NA
4639,4638,NA
4640,4639,NA
4641,4640,NA
4642,4641,NA
4643,4642,NA
4644,4643,NA
4645,4644,NA
4646,4645,NA
4647,4646,NA
4648,4647,NA
4649,4648,NA
4650,4649,NA
4651,4650,NA
4652,4651,NA
4653,4652,NA
4654,4653,NA
4655,4654,NA
4656,4655,NA
4657,4656,NA
4658,4657,NA
4659,4658,NA
4660,4659,NA
4661,4660,NA
4662,4661,NA
4663,4662,NA
4664,4663,NA
4665,4664,NA
4666,4665,NA
4667,4666,NA
4668,4667,NA
4669,4668,NA
4670,4669,NA
4671,4670,NA
4672,4671,NA
4673,4672,NA
4674,4673,NA
4675,4674,NA
4676,4675,NA
4677,4676,NA
4678,4677,NA
4679,4678,NA
4680,4679,NA
4681,4680,NA
4682,4681,NA
4683,4682,NA
4684,4683,NA
4685,4684,NA
4686,4685,NA
4687,4686,NA
4688,4687,NA
4689,4688,NA
4690,4689,NA
4691,4690,NA
4692,4691,NA
4693,4692,NA
4694,4693,NA
4695,4694,NA
4696,4695,NA
4697,4696,NA
4698,4697,NA
4699,4698,NA
4700,4699,NA
4701,4700,NA
4702,4701,NA
4703,4702,NA
4704,4703,NA
4705,4704,NA
4706,4705,NA
4707,4706,NA
4708,4707,NA
4709,4708,NA
4710,4709,NA
4711,4710,NA
4712,4711,NA
4713,4712,NA
4714,4713,NA
4715,4714,NA
4716,4715,NA
4717,4716,NA
4718,4717,NA
4719,4718,NA
4720,4719,NA
4721,4720,NA
4722,4721,NA
4723,4722,NA
4724,4723,NA
4725,4724,NA
4726,4725,NA
4727,4726,NA
4728,4727,NA
4729,4728,NA
4730,4729,NA
4731,4730,NA
4732,4731,NA
4733,4732,NA
4734,4733,NA
4735,4734,NA
4736,4735,NA
4737,4736,NA
4738,4737,NA
4739,4738,NA
4740,4739,NA
4741,4740,NA
4742,4741,NA
4743,4742,NA
4744,4743,NA
4745,4744,NA
4746,4745,NA
4747,4746,NA
4748,4747,NA
4749,4748,NA
4750,4749,NA
4751,4750,NA
4752,4751,NA
4753,4752,NA
4754,4753,NA
4755,4754,NA
4756,4755,NA
4757,4756,NA
4758,4757,NA
4759,4758,NA
4760,4759,NA
4761,4760,NA
4762,4761,NA
4763,4762,NA
4764,4763,NA
4765,4764,NA
4766,4765,NA
4767,4766,NA
4768,4767,NA
4769,4768,NA
4770,4769,NA
4771,4770,NA
4772,4771,NA
4773,4772,NA
4774,4773,NA
4775,4774,NA
4776,4775,NA
4777,4776,NA
4778,4777,NA
4779,4778,NA
4780,4779,NA
4781,4780,NA
4782,4781,NA
4783,4782,NA
4784,4783,NA
4785,4784,NA
4786,4785,NA
4787,4786,NA
4788,4787,NA
4789,4788,NA
4790,4789,NA
4791,4790,NA
4792,4791,NA
4793,4792,NA
4794,4793,NA
4795,4794,NA
4796,4795,NA
4797,4796,NA
4798,4797,NA
4799,4798,NA
4800,4799,NA
4801,4800,NA
4802,4801,NA
4803,4802,NA
4804,4803,NA
4805,4804,NA
4806,4805,NA
4807,4806,NA
4808,4807,NA
4809,4808,NA
4810,4809,NA
4811,4810,NA
4812,4811,NA
4813,4812,NA
4814,4813,NA
4815,4814,NA
4816,4815,NA
4817,4816,NA
4818,4817,NA
4819,4818,NA
4820,4819,NA
4821,4820,NA
4822,4821,NA
4823,4822,NA
4824,4823,NA
4825,4824,NA
4826,4825,NA
4827,4826,NA
4828,4827,NA
4829,4828,NA
4830,4829,NA
4831,4830,NA
4832,4831,NA
4833,4832,NA
4834,4833,NA
4835,4834,NA
4836,4835,NA
4837,4836,NA
4838,4837,NA
4839,4838,NA
4840,4839,NA
4841,4840,NA
4842,4841,NA
4843,4842,NA
4844,4843,NA
4845,4844,NA
4846,4845,NA
4847,4846,NA
4848,4847,NA
4849,4848,NA
4850,4849,NA
4851,4850,NA
4852,4851,NA
4853,4852,NA
4854,4853,NA
4855,4854,NA
4856,4855,NA
4857,4856,NA
4858,4857,NA
4859,4858,NA
4860,4859,NA
4861,4860,NA
4862,4861,NA
4863,4862,NA
4864,4863,NA
4865,4864,NA
4866,4865,NA
4867,4866,NA
4868,4867,NA
4869,4868,NA
4870,4869,NA
4871,4870,NA
4872,4871,NA
4873,4872,NA
4874,4873,NA
4875,4874,NA
4876,4875,NA
4877,4876,NA
4878,4877,NA
4879,4878,NA
4880,4879,NA
4881,4880,NA
4882,4881,NA
4883,4882,NA
4884,4883,NA
